merchant,category,amount,street,city,state,zip,latitude,longitude,city_population,job,unix_time,merchant_latitude,merchant_longitude,is_fraud,transaction_date,transaction_time
fraud_Bartoletti-Wunsch,gas_transport,41.59,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1325478881,45.384413,-100.54343,0,1/2/2019,4:34:41
"fraud_Moen, Reinger and Murphy",grocery_pos,87.69,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1325478941,38.240699,-77.217791,0,1/2/2019,4:35:41
fraud_Torp-Lemke,misc_pos,439.2,7538 Carrie Meadow Suite 574,Claremont,CA,91711,34.1092,-117.7183,35705,Wellsite geologist,1325478981,33.757421,-116.855571,0,1/2/2019,4:36:21
fraud_Kuphal-Predovic,misc_net,170.98,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1325479022,43.139012,-88.045028,0,1/2/2019,4:37:02
fraud_Parisian and Sons,gas_transport,66.82,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1325479672,43.799608,-71.29943,0,1/2/2019,4:47:52
"fraud_Schuppe, Nolan and Hoeger",shopping_pos,6.6,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1325479700,33.616805,-116.465569,0,1/2/2019,4:48:20
"fraud_Reilly, Heaney and Cole",gas_transport,58.69,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1325479741,44.937531,-111.31164,0,1/2/2019,4:49:01
fraud_Corwin-Collins,gas_transport,41.61,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1325480092,41.403023,-73.759486,0,1/2/2019,4:54:52
"fraud_Bernier, Volkman and Hoeger",misc_net,98.94,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1325480130,44.859211,-89.320467,0,1/2/2019,4:55:30
fraud_Kilback Group,food_dining,97.66,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,1325480180,39.730536,-76.560568,0,1/2/2019,4:56:20
fraud_Auer-Mosciski,grocery_pos,103.81,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1325480244,41.339717,-102.612124,0,1/2/2019,4:57:24
fraud_McGlynn-Heathcote,misc_net,27.31,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1325480291,42.342707,-109.953708,0,1/2/2019,4:58:11
fraud_Friesen Inc,shopping_pos,6.79,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,1325480465,34.956331,-91.118564,0,1/2/2019,5:01:05
"fraud_Monahan, Bogisich and Ledner",misc_pos,5.77,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1325480522,39.668536,-98.149232,0,1/2/2019,5:02:02
fraud_Jaskolski-Vandervort,misc_net,7.89,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1325480616,41.703445,-81.399426,0,1/2/2019,5:03:36
"fraud_Streich, Hansen and Veum",gas_transport,92.08,1233 Sutton Road Suite 701,Bynum,TX,76631,31.9907,-96.9837,522,Commercial/residential surveyor,1325480687,32.508525,-97.24098,0,1/2/2019,5:04:47
fraud_Strosin-Cruickshank,grocery_pos,85.79,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1325480737,39.864514,-83.563268,0,1/2/2019,5:05:37
fraud_Thiel PLC,misc_pos,5.61,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1325480739,43.563036,-76.45585,0,1/2/2019,5:05:39
fraud_Hintz-Bruen,grocery_net,96.09,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1325480789,32.676434,-94.321012,0,1/2/2019,5:06:29
fraud_Cole PLC,grocery_pos,105.05,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1325480910,42.155112,-75.182752,0,1/2/2019,5:08:30
fraud_Hackett-Lueilwitz,grocery_pos,100.74,12087 Michael Light,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",1325480913,38.928219,-82.898762,0,1/2/2019,5:08:33
"fraud_Streich, Hansen and Veum",gas_transport,70.45,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1325481058,31.932312,-82.544596,0,1/2/2019,5:10:58
fraud_Friesen-Stamm,gas_transport,78.75,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1325481119,39.163504,-87.822675,0,1/2/2019,5:11:59
fraud_Donnelly PLC,misc_net,1.1,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1325481248,45.332091,-89.83592,0,1/2/2019,5:14:08
fraud_Christiansen-Gusikowski,misc_pos,1.48,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1325481254,39.656609,-83.10031,0,1/2/2019,5:14:14
fraud_O'Hara-Wilderman,food_dining,37.8,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1325481298,39.505067,-77.598965,0,1/2/2019,5:14:58
fraud_Roob LLC,grocery_net,46.42,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,1325481392,38.192747,-120.148859,0,1/2/2019,5:16:32
fraud_Pacocha-O'Reilly,grocery_pos,201.88,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1325481403,34.011222,-92.763501,0,1/2/2019,5:16:43
"fraud_Christiansen, Goyette and Schamberger",gas_transport,70.29,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1325481756,35.649292,-91.649211,0,1/2/2019,5:22:36
fraud_Hackett-Lueilwitz,grocery_pos,135.71,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1325481820,38.137193,-82.249016,0,1/2/2019,5:23:40
"fraud_Towne, Greenholt and Koepp",shopping_net,1.34,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1325482186,34.035818,-81.675798,0,1/2/2019,5:29:46
"fraud_Casper, Hand and Zulauf",grocery_pos,102.09,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1325482328,39.004711,-77.970684,0,1/2/2019,5:32:08
"fraud_Goldner, Kovacek and Abbott",grocery_pos,43.87,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1325482670,40.053203,-94.522726,0,1/2/2019,5:37:50
"fraud_Turner, Ruecker and Parisian",misc_pos,6.34,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1325482687,42.958228,-76.360875,0,1/2/2019,5:38:07
"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,84.49,24255 Bryan Square,Palermo,ND,58769,48.3396,-102.24,229,Administrator,1325482821,48.175856,-101.820705,0,1/2/2019,5:40:21
fraud_Parisian and Sons,gas_transport,72.51,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1325482837,47.910294,-109.298614,0,1/2/2019,5:40:37
"fraud_Mosciski, Ziemann and Farrell",shopping_net,86.02,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1325482931,29.739562,-98.779288,0,1/2/2019,5:42:11
fraud_Dibbert-Green,entertainment,10.29,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1325482937,33.412776,-111.376321,0,1/2/2019,5:42:17
"fraud_Rowe, Batz and Goodwin",grocery_pos,77.66,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1325483022,34.732399,-118.468582,0,1/2/2019,5:43:42
fraud_Kutch and Sons,grocery_pos,98.1,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1325483125,43.81532,-90.084346,0,1/2/2019,5:45:25
"fraud_Morissette, Weber and Wiegand",grocery_net,48.99,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1325483183,42.97009,-79.117669,0,1/2/2019,5:46:23
"fraud_Kutch, Hermiston and Farrell",gas_transport,63.15,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1325483587,37.724275,-79.91363,0,1/2/2019,5:53:07
fraud_Prohaska-Murray,gas_transport,66.03,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1325483598,36.509995,-90.879986,0,1/2/2019,5:53:18
fraud_Dickinson-Rempel,misc_pos,2.11,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1325483662,39.88414,-72.164012,0,1/2/2019,5:54:22
"fraud_Mosciski, Gislason and Mertz",grocery_pos,55.04,2674 Bentley Radial,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,1325483802,37.599564,-82.154833,0,1/2/2019,5:56:42
"fraud_Rippin, Kub and Mann",misc_net,1.46,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1325483879,39.695349,-76.489314,0,1/2/2019,5:57:59
fraud_Ruecker Group,misc_net,2.85,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",1325483880,31.427155,-88.746366,0,1/2/2019,5:58:00
"fraud_Kihn, Abernathy and Douglas",shopping_net,1.19,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1325483902,33.416765,-98.804625,0,1/2/2019,5:58:22
"fraud_Goyette, Howell and Collier",shopping_pos,27.73,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,1325483920,43.527558,-85.916818,0,1/2/2019,5:58:40
fraud_Gislason Group,misc_pos,263.68,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1325483928,47.229871,-122.239142,0,1/2/2019,5:58:48
"fraud_Johnston, Nikolaus and Maggio",grocery_net,63.33,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1325484091,41.373848,-73.698892,0,1/2/2019,6:01:31
"fraud_Bernier, Streich and Jewess",grocery_net,51.06,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1325484101,33.136986,-85.025315,0,1/2/2019,6:01:41
"fraud_Mosciski, Ziemann and Farrell",shopping_net,5.27,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1325484125,49.092078,-96.768767,0,1/2/2019,6:02:05
fraud_Heller-Langosh,gas_transport,73.28,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74,13835,"Programmer, multimedia",1325484239,40.101433,-73.595745,0,1/2/2019,6:03:59
fraud_Berge LLC,gas_transport,79.01,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1325484283,41.380071,-76.16344,0,1/2/2019,6:04:43
fraud_Emard Inc,gas_transport,44.45,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1325484523,44.036855,-66.967742,0,1/2/2019,6:08:43
fraud_Hudson-Ratke,grocery_pos,210.76,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1325484563,30.849225,-91.354235,0,1/2/2019,6:09:23
fraud_Klocko LLC,misc_net,727.3,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1325484664,41.966633,-77.488004,0,1/2/2019,6:11:04
fraud_Ankunding LLC,shopping_net,90.82,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1325484713,35.374296,-89.950671,0,1/2/2019,6:11:53
fraud_Goodwin-Nitzsche,grocery_pos,107.32,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1325484780,34.962673,-81.694768,0,1/2/2019,6:13:00
"fraud_Lind, Huel and McClure",gas_transport,42.22,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1325484825,42.263264,-72.999041,0,1/2/2019,6:13:45
"fraud_Weimann, Kuhic and Beahan",shopping_pos,17.17,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1325484831,42.463879,-77.375263,0,1/2/2019,6:13:51
fraud_Jast-McDermott,shopping_pos,41.4,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1325484853,41.885356,-74.115547,0,1/2/2019,6:14:13
fraud_Kutch LLC,gas_transport,73.69,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1325484958,41.95097,-79.781176,0,1/2/2019,6:15:58
"fraud_Rodriguez, Yost and Jenkins",misc_net,1.68,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1325485034,39.772228,-93.815796,0,1/2/2019,6:17:14
fraud_Cummerata-Jones,gas_transport,53.78,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1325485095,41.979318,-73.065723,0,1/2/2019,6:18:15
fraud_Kling Inc,gas_transport,44.27,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1325485157,34.27207,-81.618481,0,1/2/2019,6:19:17
fraud_Wolf Inc,grocery_pos,191.41,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1325485216,34.559616,-91.196186,0,1/2/2019,6:20:16
"fraud_Zieme, Bode and Dooley",gas_transport,71,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1325485397,40.738169,-89.457171,0,1/2/2019,6:23:17
fraud_Goodwin-Nitzsche,grocery_pos,97.65,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1325485615,46.997989,-93.80523,0,1/2/2019,6:26:55
fraud_Pfeffer LLC,grocery_net,90.9,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1325485735,42.726503,-86.595755,0,1/2/2019,6:28:55
fraud_Kutch-Hegmann,grocery_net,67.33,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1325485738,39.055519,-94.898772,0,1/2/2019,6:28:58
fraud_Cummings LLC,gas_transport,75.86,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",1325485743,35.198471,-106.791041,0,1/2/2019,6:29:03
fraud_Erdman-Kertzmann,gas_transport,70.14,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1325485762,25.444417,-80.570662,0,1/2/2019,6:29:22
fraud_Durgan-Auer,misc_net,69.7,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1325485818,41.042418,-80.57429,0,1/2/2019,6:30:18
"fraud_Bins, Balistreri and Beatty",shopping_pos,5.49,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1325485833,40.704093,-80.647011,0,1/2/2019,6:30:33
fraud_Bartoletti-Wunsch,gas_transport,88.76,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1325485877,40.513144,-85.855231,0,1/2/2019,6:31:17
fraud_Dibbert and Sons,entertainment,6.81,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1325486146,33.458302,-117.876838,0,1/2/2019,6:35:46
fraud_Bradtke PLC,grocery_pos,42.98,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1325486156,36.635189,-83.784777,0,1/2/2019,6:35:56
fraud_Maggio-Fahey,misc_pos,2.39,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1325486160,40.55965,-89.051598,0,1/2/2019,6:36:00
fraud_Kerluke PLC,misc_net,2.87,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1325486184,42.423378,-82.907581,0,1/2/2019,6:36:24
fraud_Doyle Ltd,grocery_pos,37.69,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1325486312,35.082519,-86.148538,0,1/2/2019,6:38:32
"fraud_Olson, Becker and Koch",gas_transport,67.42,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1325486381,41.929427,-97.644914,0,1/2/2019,6:39:41
fraud_Cartwright-Harris,grocery_pos,139.44,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,1325486580,38.457753,-122.285819,0,1/2/2019,6:43:00
fraud_Friesen-D'Amore,gas_transport,75.91,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1325486624,38.229269,-77.527115,0,1/2/2019,6:43:44
fraud_Kling-Grant,grocery_net,66.29,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1325486729,27.179576,-81.111815,0,1/2/2019,6:45:29
fraud_Barton Inc,grocery_pos,43.34,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1325486815,26.814546,-82.484886,0,1/2/2019,6:46:55
fraud_Hudson-Grady,shopping_pos,5.45,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1325486896,40.097885,-93.349023,0,1/2/2019,6:48:16
fraud_Lynch Ltd,shopping_pos,138.24,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1325486919,29.027856,-96.636007,0,1/2/2019,6:48:39
fraud_Ruecker Group,misc_net,9.67,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1325487035,36.237673,-97.210076,0,1/2/2019,6:50:35
fraud_Conroy-Cruickshank,gas_transport,54.28,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,1325487112,45.965982,-117.122254,0,1/2/2019,6:51:52
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,80.19,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1325487173,34.135157,-87.571097,0,1/2/2019,6:52:53
fraud_Stamm-Witting,shopping_net,2.19,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1325487201,38.035019,-77.244447,0,1/2/2019,6:53:21
fraud_Dach-Borer,grocery_net,54.37,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",1325487231,28.26455,-79.487099,0,1/2/2019,6:53:51
"fraud_Gottlieb, Considine and Schultz",shopping_net,84.61,4936 Michelle Points,Tower Hill,IL,62571,39.39,-88.9597,1532,Radio broadcast assistant,1325487533,40.366634,-88.554713,0,1/2/2019,6:58:53
fraud_Dach-Nader,misc_net,7.61,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1325487572,35.543931,-98.503974,0,1/2/2019,6:59:32
fraud_Berge LLC,gas_transport,70.2,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1325487614,40.742735,-95.93102,0,1/2/2019,7:00:14
"fraud_Olson, Becker and Koch",gas_transport,62.16,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1325487691,33.412694,-80.197572,0,1/2/2019,7:01:31
"fraud_Olson, Becker and Koch",gas_transport,50.25,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1325487819,37.149003,-81.942808,0,1/2/2019,7:03:39
fraud_Kiehn Inc,grocery_pos,119.46,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1325487836,41.223464,-89.077994,0,1/2/2019,7:03:56
fraud_Bednar Group,misc_net,785.98,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1325487863,40.242491,-88.113635,0,1/2/2019,7:04:23
fraud_Parisian and Sons,gas_transport,53.17,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1325487883,36.629398,-79.866774,0,1/2/2019,7:04:43
"fraud_Reichert, Huels and Hoppe",shopping_net,93.94,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1325488136,33.610535,-90.63471,0,1/2/2019,7:08:56
"fraud_Rippin, Kub and Mann",misc_net,140.47,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",1325488386,39.182149,-87.455225,0,1/2/2019,7:13:06
fraud_Kozey-Boehm,shopping_net,6.12,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1325488394,40.187378,-78.885367,0,1/2/2019,7:13:14
"fraud_Kerluke, Kertzmann and Wiza",misc_net,106.01,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1325488485,40.308191,-80.130492,0,1/2/2019,7:14:45
fraud_Bauch-Raynor,grocery_pos,128.15,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1325488557,43.383109,-97.977589,0,1/2/2019,7:15:57
"fraud_Roob, Conn and Tremblay",shopping_pos,9.32,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,1325488700,34.348472,-116.972061,0,1/2/2019,7:18:20
fraud_Jaskolski-Dibbert,grocery_net,29.67,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1325488862,35.409941,-85.776363,0,1/2/2019,7:21:02
fraud_Doyle Ltd,grocery_pos,75.53,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1325488952,37.164826,-91.771917,0,1/2/2019,7:22:32
"fraud_Adams, Kovacek and Kuhlman",grocery_net,39.69,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1325488974,31.541492,-86.378297,0,1/2/2019,7:22:54
fraud_Cummerata-Jones,gas_transport,56.15,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1325489000,42.023583,-123.22148,0,1/2/2019,7:23:20
"fraud_Mosciski, Gislason and Mertz",grocery_pos,166.6,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1325489053,40.60563,-122.103419,0,1/2/2019,7:24:13
fraud_Mante Group,misc_net,147.79,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1325489632,39.629769,-83.780031,0,1/2/2019,7:33:52
fraud_Kunze Inc,grocery_pos,49.3,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1325489727,27.644382,-82.295336,0,1/2/2019,7:35:27
fraud_Hudson-Ratke,grocery_pos,104.79,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1325489729,43.026413,-90.090399,0,1/2/2019,7:35:29
fraud_Cole PLC,grocery_pos,108.5,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1325489844,38.733766,-118.876821,0,1/2/2019,7:37:24
"fraud_Nienow, Ankunding and Collier",misc_pos,14.45,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1325489929,42.345944,-73.388272,0,1/2/2019,7:38:49
fraud_Jewess LLC,shopping_pos,54.05,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1325490131,43.099829,-77.277297,0,1/2/2019,7:42:11
fraud_Huels-Nolan,gas_transport,61.88,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,1325490177,40.576572,-75.877547,0,1/2/2019,7:42:57
fraud_Boyer-Reichert,shopping_net,5.69,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,1325490321,44.734577,-72.763008,0,1/2/2019,7:45:21
fraud_McDermott-Weimann,grocery_pos,65.8,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1325490489,39.485243,-73.3275,0,1/2/2019,7:48:09
fraud_Prohaska-Murray,gas_transport,68.28,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1325490925,32.572052,-81.222215,0,1/2/2019,7:55:25
"fraud_Zieme, Bode and Dooley",gas_transport,45.22,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1325491017,29.663959,-98.499417,0,1/2/2019,7:56:57
fraud_Bogisich Inc,grocery_pos,133.96,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1325491130,45.180965,-103.791313,0,1/2/2019,7:58:50
"fraud_Robel, Cummerata and Prosacco",gas_transport,62.06,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,1325491336,45.779361,-109.920371,0,1/2/2019,8:02:16
fraud_Cartwright-Harris,grocery_pos,98.45,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1325491351,38.94098,-75.453952,0,1/2/2019,8:02:31
fraud_Rutherford-Mertz,grocery_pos,92.05,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1325491405,31.930346,-100.268153,0,1/2/2019,8:03:25
"fraud_Terry, Johns and Bins",misc_pos,2.12,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1325491469,45.217226,-98.386922,0,1/2/2019,8:04:29
fraud_Friesen-Stamm,gas_transport,59.2,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1325491481,42.063584,-122.925409,0,1/2/2019,8:04:41
fraud_Harris Inc,gas_transport,48.5,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1325491695,41.205746,-91.38881,0,1/2/2019,8:08:15
fraud_Christiansen-Gusikowski,misc_pos,7.11,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1325492059,35.911356,-85.017081,0,1/2/2019,8:14:19
"fraud_Lockman, West and Runte",grocery_pos,90.78,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1325492108,30.988186,-92.365028,0,1/2/2019,8:15:08
fraud_Cole PLC,grocery_pos,68.32,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1325492150,34.009951,-118.365371,0,1/2/2019,8:15:50
